Center Name,Legal Name,Building,Street,Borough,ZipCode,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Health Code Sub Section,Violation Status,Inspection Summary Result
STILLWELL AVE PREPARATORY EXTENSION PROGRAM,STILLWELL AVENUE INC.,132,HIGHLAWN AVENUE,BROOKLYN,11223,718-333-3433,6903,05/09/2023,Permitted,2 YEARS - 5 YEARS,15,DC69,PRESCHOOL,GDC,Child Care - Pre School,3177929,stillwellprepschool.com,04/03/2003,N,,,6,11.9769,,,,,10/18/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,
ST. LUCY SCHOOL,ST. LUCY SCHOOL,830,MACE AVENUE,BRONX,10467,718-882-2203,,01/13/2116,Active,3 YEARS - 5 YEARS,0,DC19542,PRESCHOOL,SBCC,School Based Child Care,2095039,www.archny.org/education,,,0.0000,45.1817,19,8.0094,0,23.3017,0,35.2291,11/09/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
SILVER LAKE HEAD START II (INFANT/TODDLER),YELED V'YALDA EARLY CHILDHOOD CENTER INC.,20,PARK HILL CIRCLE,STATEN ISLAND,10304,718-720-0090,7229,05/25/2023,Permitted,0 YEARS - 2 YEARS,8,DC1113,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,5043182,www.yeled.org,04/06/2005,N,0.0000,17.4391,6,8.4034,0,4.9984,0,15.3835,09/30/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"BEGINNING STEPS INFANT DAY CARE, LLC","BEGINNING STEPS INFANT DAY CARE, LLC",21,SNYDER AVENUE,BROOKLYN,11226,718-940-7700,64598,05/19/2024,Permitted,2 YEARS - 5 YEARS,62,DC25729,PRESCHOOL,GDC,Child Care - Pre School,3117220,,05/19/2014,Y,0.0000,21.9050,9,11.9769,0,6.1285,0,18.9541,11/15/2022,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection
"SUNSHINE LEARNING CENTER, INC.","SUNSHINE LEARNING CENTER,INC.",201-02,LINDEN BOULEVARD,QUEENS,11412,718-525-2154,6719,01/25/2024,Permitted,2 YEARS - 5 YEARS,145,DC2934,PRESCHOOL,GDC,Child Care - Pre School,4271964,,04/27/1999,N,60.0000,21.9050,27,11.9769,40,6.1285,40,18.9541,12/02/2020,Child care service operating without a permit; Permit expired.,PUBLIC HEALTH HAZARD,47.03(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
BRIGHT HORIZONS AT WEST VILLAGE,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,644,GREENWICH STREET,MANHATTAN,10014,646-348-9012,104716,01/23/2023,Expired-In Renewal,2 YEARS - 5 YEARS,67,DC37494,PRESCHOOL,GDC,Child Care - Pre School,1010405,BRIGHTHORIZONHS.COM/WESTVILLAGE,01/23/2019,Y,0.0000,21.9050,9,11.9769,0,6.1285,0,18.9541,01/27/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
LIFE  SKILLS PRESCHOOL,"LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS, INC",24-20,PARSONS  BOULEVARD,QUEENS,11357,718-459-6279,103826,10/05/2024,Permitted,2 YEARS - 5 YEARS,150,DC33844,PRESCHOOL,GDC,Child Care - Pre School,4100169,,10/05/2016,Y,20.0000,21.9050,38,11.9769,0,6.1285,20,18.9541,12/16/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
Arc En Ciel,VHG GROUP INC.,1656,3RD AVENUE,MANHATTAN,10128,212-410-0180,76337,12/01/2020,Expired-In Renewal,2 YEARS - 5 YEARS,30,DC32494,PRESCHOOL,GDC,Child Care - Pre School,1078543,www.arcencielny.com,12/01/2014,Y,25.0000,21.9050,7,11.9769,0,6.1285,25,18.9541,10/05/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
HEARTSHARE HUMAN SERVICES OF NEW YORK,HEARTSHARE HUMAN SERVICES OF NEW YORK,1825,BATH AVENUE,BROOKLYN,11214,718-238-4637,7860,03/24/2024,Permitted,2 YEARS - 5 YEARS,212,DC16968,PRESCHOOL,GDC,Child Care - Pre School,3336446,www.HeartShare.org,03/24/2008,Y,50.0000,21.9050,43,11.9769,25,6.1285,25,18.9541,08/19/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected
ANGEL EARLY CHILDHOOD DEVELOPEMNT CENTER INC.,"ANGEL EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",1436,67TH STREET,BROOKLYN,11219,718-259-0888,69057,07/07/2024,Permitted,2 YEARS - 5 YEARS,51,DC31821,PRESCHOOL,GDC,Child Care - Pre School,3142954,,07/07/2014,Y,25.0000,21.9050,10,11.9769,25,6.1285,25,18.9541,12/10/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
NEW YORK KIDS CLUB,"PNW Enterprises, LLC dba NY Kids Club",11,5TH AVE,MANHATTAN,10003,646-846-0884,105361,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,70,DC40327,ALL AGE CAMP,Camp,Camp,1009222,,06/01/2021,Y,50.0000,26.8868,0,1.0000,0,14.2558,50,21.8553,06/23/2022,Application for permit or renewal of permit submitted on required forms.,GENERAL,5.05(a),CORRECTED,Initial Annual Inspection - Reinspection Not Required
SILVER LAKE HEAD START II (INFANT/TODDLER),YELED V'YALDA EARLY CHILDHOOD CENTER INC.,20,PARK HILL CIRCLE,STATEN ISLAND,10304,718-720-0090,7229,05/25/2023,Permitted,0 YEARS - 2 YEARS,8,DC1113,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,5043182,www.yeled.org,04/06/2005,N,0.0000,17.4391,6,8.4034,0,4.9984,0,15.3835,05/06/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
SUNSHINE LEARNING CENTER,Sunshine Center of Coney Island LLC,2929,WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7320,12/20/2024,Permitted,2 YEARS - 5 YEARS,53,DC14161,PRESCHOOL,GDC,Child Care - Pre School,3321834,www.sunshinenewyork.com,12/20/2004,N,0.0000,21.9050,9,11.9769,0,6.1285,0,18.9541,03/03/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
M.S.SUNSHINE INC.,MS SUNSHINE INC.,3096,BRIGHTON 6TH STREET,BROOKLYN,11235,718-648-8786,8117,12/21/2023,Permitted,0 YEARS - 2 YEARS,6,DC20414,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3245100,sunshinedaycarebrooklyn.com,12/21/2009,Y,0.0000,17.4391,4,8.4034,0,4.9984,0,15.3835,03/03/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
Beanstalk Childcare Academy,"NYC Early Learning Company, Inc",1334,LOUIS NINE BOULEVARD,BRONX,10459,718-991-2119,104823,05/15/2023,Permitted,0 YEARS - 2 YEARS,61,DC36634,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2118405,,05/15/2019,Y,0.0000,17.4391,18,8.4034,0,4.9984,0,15.3835,11/17/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
"ALL IN ONE KIDS, INC.","ALL IN ONE KIDS, INC.",67-45,215 STREET,QUEENS,11364,929-331-4000,103600,03/31/2024,Permitted,2 YEARS - 5 YEARS,39,DC33661,PRESCHOOL,GDC,Child Care - Pre School,4163110,,03/31/2016,Y,50.0000,21.9050,7,11.9769,0,6.1285,50,18.9541,07/11/2022,Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved,PUBLIC HEALTH HAZARD,47.19(c)(1),OPEN,Monitoring Inspection Non-Routine - Reinspection Required; Fines pending
ST. SIMON STOCK SCHOOL,ST. SIMON STOCK SCHOOL,2195,VALENTINE  AVE.,BRONX,10457,718-367-0453,,02/22/2116,Active,3 YEARS - 5 YEARS,0,DC17545,PRESCHOOL,SBCC,School Based Child Care,2013546,www.archny.org/education,,,0.0000,45.1817,11,8.0094,0,23.3017,0,35.2291,11/16/2022,Floors in commercial building properly Not constructed; Not maintained in good repair; unclean,GENERAL,131.09(e),CORRECTED,Initial Annual Inspection - Reinspection Not Required
"A TO Z CENTER TOO, INC.","A TO Z CENTER TOO, INC.",220-24,JAMAICA AVENUE,QUEENS,11428,718-740-8400,7605,06/21/2024,Permitted,,170,DC15139,PRESCHOOL,GDC,Child Care - Pre School,4231222,,06/20/2006,Y,25.0000,21.9050,24,11.9769,0,6.1285,25,18.9541,10/12/2021,15 hours of training Not completed in 24 months. At least 5 hours of training Not conducted in each 12 month period. Required topics Not covered.,GENERAL,47.37(b)(6)(B),CORRECTED,Initial Annual Inspection - Reinspection Not Required
SAN JOSE NURSERY,"CONGREGATION OF THE MOTHERS OF THE HELPLESS, INC.",432,WEST 20 STREET,MANHATTAN,10011,212-929-0839,6880,09/18/2021,Expired-In Renewal,0 YEARS - 2 YEARS,20,DC2279,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1080367,,03/11/2004,N,0.0000,17.4391,4,8.4034,0,4.9984,0,15.3835,06/02/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"Learning Ladder Daycare Center, LLC","Learning Ladder Daycare Center, LLC",2082,UTICA  AVENUE,BROOKLYN,11234,929-417-2463,104839,05/30/2023,Permitted,2 YEARS - 5 YEARS,57,DC37978,PRESCHOOL,GDC,Child Care - Pre School,3336927,,05/30/2019,Y,25.0000,21.9050,11,11.9769,0,6.1285,25,18.9541,03/08/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
SUNSHINE INFANT & TODDLER PROGRAM,"CHARLES & CHARLES NY, INC.",1277,STERLING PLACE,BROOKLYN,11213,718-363-2033,7597,06/27/2023,Permitted,0 YEARS - 2 YEARS,21,DC14719,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3389773,www.sunshinekidsnyc.com,05/16/2006,N,50.0000,17.4391,8,8.4034,0,4.9984,50,15.3835,03/29/2023,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,Initial Annual Inspection - Reinspection Not Required
HELPING HAND ACADEMY II,HELPING HAND ACADEMY II,188-32,JAMAICA AVENUE,QUEENS,11423,718-479-3124,,07/06/2117,Active,3 YEARS - 5 YEARS,0,DC36828,PRESCHOOL,SBCC,School Based Child Care,4231434,,,,100.0000,45.1817,6,8.0094,100,23.3017,100,35.2291,11/03/2021,School has designated a food service supervisor. Supervisor holds a FPC in accordance with 81.15(a),CRITICAL,43.16(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
LA PENINSULA COMMUNITY ORGANIZATION,LA PENINSULA COMMUNITY ORGANIZATION,490,EAST  143 STREET,BRONX,10454,718-292-7250,104670,12/11/2024,Permitted,2 YEARS - 5 YEARS,57,DC37704,PRESCHOOL,GDC,Child Care - Pre School,2000433,www.lapen.com,12/11/2018,Y,25.0000,21.9050,5,11.9769,25,6.1285,0,18.9541,11/10/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"THE EAST CHELSEA CHILDRENS WORKSHOP, INC.","THE EAST CHELSEA CHILDRENS WORKSHOP, INC.",17,EAST 16TH STREET,MANHATTAN,10003,212-691-8964,4869,07/15/2023,Permitted,2 YEARS - 5 YEARS,29,DC2419,PRESCHOOL,GDC,Child Care - Pre School,1016084,WWW.CHILDRENSINTERNATIONALWORKSHOP.COM,03/02/2003,N,50.0000,21.9050,6,11.9769,0,6.1285,50,18.9541,01/23/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
NAT AZAROW CHILDREN'S CENTER,BROOKLYN KINDERGARTEN SOCIETY,232,POWELL STREET,BROOKLYN,11212,718-346-0924,2252,12/01/2022,Expired-In Renewal,2 YEARS - 5 YEARS,98,DC347,PRESCHOOL,GDC,Child Care - Pre School,3084013,www.bksny.org,10/19/2004,N,33.3333,21.9050,8,11.9769,0,6.1285,33.3333,18.9541,01/29/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,
THE LEARNING EXPERIENCE,BRIGHT BEGINNINGS EARLY CHILDHOOD CENTER INC,215-15,NORTHERN BOULEVARD,QUEENS,11361,718-224-1760,83577,03/20/2025,Permitted,,126,DC31905,PRESCHOOL,GDC,Child Care - Pre School,4138467,www.thelearningexperience.com,03/20/2015,Y,0.0000,21.9050,17,11.9769,0,6.1285,0,18.9541,03/01/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
CHAI TOTS PRESCHOOL  OF WINDSOR TERRACE (PRESCHOOL ),"RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN,INC.",1266,PROSPECT AVENUE,BROOKLYN,11218,718-633-3979,7919,09/09/2024,Permitted,2 YEARS - 5 YEARS,14,DC18006,PRESCHOOL,GDC,Child Care - Pre School,3122470,CHAITOTSPRESCHOOL.COM,09/09/2008,Y,40.0000,21.9050,17,11.9769,0,6.1285,40,18.9541,02/24/2023,Education Director or equivalent was Not present at the time of inspection to supervise children/staff in an infant/toddler program.,CRITICAL,47.23(c),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required
"ELITE KIDS SERVICES, INC","ELITE KIDS SERVICES, INC",2211,CONEY ISLAND AVENUE,BROOKLYN,11223,718-375-2002,52497,09/26/2023,Permitted,0 YEARS - 2 YEARS,8,DC25894,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3329276,bktotsacademy.com,09/26/2013,Y,75.0000,17.4391,4,8.4034,0,4.9984,75,15.3835,03/09/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
TOMER DVORA,CONGREGATION KHAL CHASSIDEI SKWERA,869,45 STREET,BROOKLYN,11220,718-853-9400,,11/27/2116,Active,3 YEARS - 5 YEARS,0,DC36174,PRESCHOOL,SBCC,School Based Child Care,3406988,,,,100.0000,45.1817,10,8.0094,100,23.3017,50,35.2291,06/22/2022,School-based child care program failed to maintain line of site supervision.,PUBLIC HEALTH HAZARD,43.09(a),OPEN,Initial Annual Inspection - Reinspection Required
COLUMBIA GRAMMAR & PRESCHOOL,COLUMBIA GRAMMAR AND PREPARATORY SCHOOL,26,WEST 94 STREET,MANHATTAN,10025,212-749-6200,,01/23/2115,Active,3 YEARS - 5 YEARS,62,DC2610,PRESCHOOL,SBCC,School Based Child Care,1031649,,,,66.6667,45.1817,10,8.0094,66.6667,23.3017,33.3333,35.2291,11/30/2021,Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.,GENERAL,131.09(g),CORRECTED,Initial Annual Inspection - Reinspection Required
MI CASITA INC.,MI CASITA INC.,1060,Bedford Avenue,BROOKLYN,11216,646-757-0019,105104,12/09/2023,Permitted,2 YEARS - 5 YEARS,38,DC36389,PRESCHOOL,GDC,Child Care - Pre School,3055817,,12/09/2019,Y,33.3333,21.9050,6,11.9769,0,6.1285,33.3333,18.9541,03/29/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"KID KRAZY, INC.","KID KRAZY, INC.",21-25,21 AVENUE,QUEENS,11105,718-545-5728,6853,04/01/2025,Permitted,2 YEARS - 5 YEARS,20,DC3136,PRESCHOOL,GDC,Child Care - Pre School,4447576,www.kidkrazypreschool.com,04/01/2005,N,0.0000,21.9050,4,11.9769,0,6.1285,0,18.9541,01/19/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
B ' ABOVE EARLY LEARNING CENTER,"B'ABOVE WORLDWIDE INSTITUTE, INC.",1810,DAVIDSON AVENUE,BRONX,10453,718-466-7519,23517,09/28/2024,Permitted,2 YEARS - 5 YEARS,131,DC23234,PRESCHOOL,GDC,Child Care - Pre School,2109470,https://www.babove.com,09/28/2012,Y,40.0000,21.9050,16,11.9769,20,6.1285,20,18.9541,03/02/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL,ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL,622,Amsterdam Ave,MANHATTAN,10024,917-546-6220,105573,01/03/2024,Permitted,0 YEARS - 2 YEARS,28,DC36871,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1086107,allmychildrendaycare.com,01/03/2022,Y,0.0000,17.4391,12,8.4034,0,4.9984,0,15.3835,07/15/2021,At time of inspection diaper changing counter Not properly constructed. Diaper changing area observed Not to be adjacent to a hand wash sink with adequate hot and cold running water.,CRITICAL,47.43(h)(1),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Required
LIL  INVENTORS,2260 LITTLE SHEPHERDS LLC,2260,ANDREWS AVENUE,BRONX,10468,718-295-2740,94477,08/06/2023,Permitted,2 YEARS - 5 YEARS,17,DC32403,PRESCHOOL,GDC,Child Care - Pre School,2014734,Lilinventors.com,08/06/2015,Y,25.0000,21.9050,3,11.9769,0,6.1285,25,18.9541,09/23/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
ASSOCIATED BETH RIVKAH SCHOOLS,"ASSOCIATED BETH RIVKAH SCHOOLS FOR GIRLS, INC.",470,LEFFERTS AVENUE,BROOKLYN,11225,718-735-0400,,01/23/2115,Active,3 YEARS - 5 YEARS,0,DC24797,PRESCHOOL,SBCC,School Based Child Care,3035454,,,,100.0000,45.1817,24,8.0094,100,23.3017,0,35.2291,12/08/2021,School operator arranges for fingerprinting,PUBLIC HEALTH HAZARD,43.13(c)(1),OPEN,Initial Annual Inspection - Reinspection Required
ASSOCIATED BETH RIVKAH SCHOOLS,"ASSOCIATED BETH RIVKAH SCHOOLS FOR GIRLS, INC.",470,LEFFERTS AVENUE,BROOKLYN,11225,718-735-0400,,01/23/2115,Active,3 YEARS - 5 YEARS,0,DC24797,PRESCHOOL,SBCC,School Based Child Care,3035454,,,,100.0000,45.1817,24,8.0094,100,23.3017,0,35.2291,12/08/2021,School operator arranges for fingerprinting,PUBLIC HEALTH HAZARD,43.13(c)(1),OPEN,Initial Annual Inspection - Reinspection Required
LITTLE FRIENDS GAN LLC,LITTLE FRIENDS GAN LLC,1030,NEILSON STREET,QUEENS,11691,718-327-3287,53140,10/17/2023,Permitted,2 YEARS - 5 YEARS,57,DC25611,PRESCHOOL,GDC,Child Care - Pre School,4298197,,10/17/2013,Y,33.3333,21.9050,12,11.9769,0,6.1285,33.3333,18.9541,08/10/2021,At the time child care service was providing care it has been determined that the child care service failed to limit areas used by children to their exclusive use. Unauthorized children and/or adults allowed to inhabit child care service facilities during child care hours.,CRITICAL,47.39(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
LITTLE SCHOLARS LEARNING CENTER IV,FLATBUSH DAYCARE LLC,4123,AVENUE U,BROOKLYN,11234,718-377-3494,104384,04/23/2024,Permitted,,28,DC33812,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3241899,www.littlescholarsnyc.com,04/23/2018,Y,50.0000,17.4391,9,8.4034,25,4.9984,50,15.3835,05/13/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
UAU MARINERS HARBOR CORNERSTONE,United Activities Unlimited,157,Brabant St,STATEN ISLAND,10303,718-698-0800,104143,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,70,DC35505,ALL AGE CAMP,Camp,Camp,5109121,,07/07/2017,Y,50.0000,26.8868,0,1.0000,0,14.2558,50,21.8553,08/12/2021,Camp Health Director has a current certificate in First Aid training acceptable to DOHMH,CRITICAL,48.09(d)(1),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
THE NURTURING ACADEMY  INFANT/TODDLER,THE NURTURING CENTER INC.,112-18,SPRINGFIELD BLVD,QUEENS,11429,718-527-5932,8341,11/17/2024,Permitted,0 YEARS - 2 YEARS,36,DC21073,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4240268,,11/17/2010,Y,33.3333,17.4391,16,8.4034,33.3333,4.9984,33.3333,15.3835,10/23/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
THE Q STUDIO LAB,The Q Studio Lab LLC,41-20,QUEENS BOULEVARD,QUEENS,11104,718-786-9100,104595,09/14/2024,Permitted,2 YEARS - 5 YEARS,54,DC36068,PRESCHOOL,GDC,Child Care - Pre School,4002538,,09/14/2018,Y,66.6667,21.9050,8,11.9769,0,6.1285,66.6667,18.9541,09/12/2022,"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff",CRITICAL,47.37(b)(4),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
St. Sebastian Catholic Academy,ST. SEBASTIAN CATHOLIC ACADEMY PRE-K,39-76,58 STREET,QUEENS,11377,718-429-1982,,08/17/2115,Active,3 YEARS - 5 YEARS,0,DC2500,PRESCHOOL,SBCC,School Based Child Care,4437102,,,,0.0000,45.1817,22,8.0094,0,23.3017,0,35.2291,01/27/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
THE LEARNING TREE,GREAT EXPECTATIONS HOLDING CORP,74-15,JUNIPER BOULEVARD NORTH,QUEENS,11379,718-899-2020,4204,07/01/2023,Permitted,2 YEARS - 5 YEARS,79,DC2259,PRESCHOOL,GDC,Child Care - Pre School,4067020,WWW.THELEARNINGTREE.ORG,07/01/2003,N,75.0000,21.9050,11,11.9769,25,6.1285,50,18.9541,03/22/2023,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,47.25(a)(2)(B),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
